sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8	assembly	fasta_file
single-cells-dvh-03-91	single-cells-dvh-03-91	single-cell # 91 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 91 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-91_S183_L001_R1_001.fastq.gz	DvH-03-91_S183_L001_R2_001.fastq.gz	DvH-03-91_S183_L002_R1_001.fastq.gz	DvH-03-91_S183_L002_R2_001.fastq.gz	DvH-03-91_S183_L003_R1_001.fastq.gz	DvH-03-91_S183_L003_R2_001.fastq.gz	DvH-03-91_S183_L004_R1_001.fastq.gz	DvH-03-91_S183_L004_R2_001.fastq.gz		
single-cells-dvh-03-92	single-cells-dvh-03-92	single-cell # 92 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 92 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-92_S184_L001_R1_001.fastq.gz	DvH-03-92_S184_L001_R2_001.fastq.gz	DvH-03-92_S184_L002_R1_001.fastq.gz	DvH-03-92_S184_L002_R2_001.fastq.gz	DvH-03-92_S184_L003_R1_001.fastq.gz	DvH-03-92_S184_L003_R2_001.fastq.gz	DvH-03-92_S184_L004_R1_001.fastq.gz	DvH-03-92_S184_L004_R2_001.fastq.gz		
single-cells-dvh-03-93	single-cells-dvh-03-93	single-cell # 93 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 93 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-93_S185_L001_R1_001.fastq.gz	DvH-03-93_S185_L001_R2_001.fastq.gz	DvH-03-93_S185_L002_R1_001.fastq.gz	DvH-03-93_S185_L002_R2_001.fastq.gz	DvH-03-93_S185_L003_R1_001.fastq.gz	DvH-03-93_S185_L003_R2_001.fastq.gz	DvH-03-93_S185_L004_R1_001.fastq.gz	DvH-03-93_S185_L004_R2_001.fastq.gz		
single-cells-dvh-03-94	single-cells-dvh-03-94	single-cell # 94 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 94 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-94_S186_L001_R1_001.fastq.gz	DvH-03-94_S186_L001_R2_001.fastq.gz	DvH-03-94_S186_L002_R1_001.fastq.gz	DvH-03-94_S186_L002_R2_001.fastq.gz	DvH-03-94_S186_L003_R1_001.fastq.gz	DvH-03-94_S186_L003_R2_001.fastq.gz	DvH-03-94_S186_L004_R1_001.fastq.gz	DvH-03-94_S186_L004_R2_001.fastq.gz		
single-cells-dvh-03-95	single-cells-dvh-03-95	single-cell # 95 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 95 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-95_S187_L001_R1_001.fastq.gz	DvH-03-95_S187_L001_R2_001.fastq.gz	DvH-03-95_S187_L002_R1_001.fastq.gz	DvH-03-95_S187_L002_R2_001.fastq.gz	DvH-03-95_S187_L003_R1_001.fastq.gz	DvH-03-95_S187_L003_R2_001.fastq.gz	DvH-03-95_S187_L004_R1_001.fastq.gz	DvH-03-95_S187_L004_R2_001.fastq.gz		
single-cells-dvh-03-96	single-cells-dvh-03-96	single-cell # 96 of Desulfovibrio EPD 03 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 96 of Desulfovibrio vulgaris from EPD 03 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-03-96_S188_L001_R1_001.fastq.gz	DvH-03-96_S188_L001_R2_001.fastq.gz	DvH-03-96_S188_L002_R1_001.fastq.gz	DvH-03-96_S188_L002_R2_001.fastq.gz	DvH-03-96_S188_L003_R1_001.fastq.gz	DvH-03-96_S188_L003_R2_001.fastq.gz	DvH-03-96_S188_L004_R1_001.fastq.gz	DvH-03-96_S188_L004_R2_001.fastq.gz		
single-cells-dvh-09-1	single-cells-dvh-09-1	single-cell # 1 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 1 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-1_S1_L001_R1_001.fastq.gz	DvH-09-1_S1_L001_R2_001.fastq.gz	DvH-09-1_S1_L002_R1_001.fastq.gz	DvH-09-1_S1_L002_R2_001.fastq.gz	DvH-09-1_S1_L003_R1_001.fastq.gz	DvH-09-1_S1_L003_R2_001.fastq.gz	DvH-09-1_S1_L004_R1_001.fastq.gz	DvH-09-1_S1_L004_R2_001.fastq.gz		
single-cells-dvh-09-10	single-cells-dvh-09-10	single-cell # 10 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 10 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-10_S2_L001_R1_001.fastq.gz	DvH-09-10_S2_L001_R2_001.fastq.gz	DvH-09-10_S2_L002_R1_001.fastq.gz	DvH-09-10_S2_L002_R2_001.fastq.gz	DvH-09-10_S2_L003_R1_001.fastq.gz	DvH-09-10_S2_L003_R2_001.fastq.gz	DvH-09-10_S2_L004_R1_001.fastq.gz	DvH-09-10_S2_L004_R2_001.fastq.gz		
single-cells-dvh-09-11	single-cells-dvh-09-11	single-cell # 11 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 11 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-11_S3_L001_R1_001.fastq.gz	DvH-09-11_S3_L001_R2_001.fastq.gz	DvH-09-11_S3_L002_R1_001.fastq.gz	DvH-09-11_S3_L002_R2_001.fastq.gz	DvH-09-11_S3_L003_R1_001.fastq.gz	DvH-09-11_S3_L003_R2_001.fastq.gz	DvH-09-11_S3_L004_R1_001.fastq.gz	DvH-09-11_S3_L004_R2_001.fastq.gz		
single-cells-dvh-09-12	single-cells-dvh-09-12	single-cell # 12 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 12 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-12_S4_L001_R1_001.fastq.gz	DvH-09-12_S4_L001_R2_001.fastq.gz	DvH-09-12_S4_L002_R1_001.fastq.gz	DvH-09-12_S4_L002_R2_001.fastq.gz	DvH-09-12_S4_L003_R1_001.fastq.gz	DvH-09-12_S4_L003_R2_001.fastq.gz	DvH-09-12_S4_L004_R1_001.fastq.gz	DvH-09-12_S4_L004_R2_001.fastq.gz		
single-cells-dvh-09-13	single-cells-dvh-09-13	single-cell # 13 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 13 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-13_S5_L001_R1_001.fastq.gz	DvH-09-13_S5_L001_R2_001.fastq.gz	DvH-09-13_S5_L002_R1_001.fastq.gz	DvH-09-13_S5_L002_R2_001.fastq.gz	DvH-09-13_S5_L003_R1_001.fastq.gz	DvH-09-13_S5_L003_R2_001.fastq.gz	DvH-09-13_S5_L004_R1_001.fastq.gz	DvH-09-13_S5_L004_R2_001.fastq.gz		
single-cells-dvh-09-14	single-cells-dvh-09-14	single-cell # 14 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 14 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-14_S6_L001_R1_001.fastq.gz	DvH-09-14_S6_L001_R2_001.fastq.gz	DvH-09-14_S6_L002_R1_001.fastq.gz	DvH-09-14_S6_L002_R2_001.fastq.gz	DvH-09-14_S6_L003_R1_001.fastq.gz	DvH-09-14_S6_L003_R2_001.fastq.gz	DvH-09-14_S6_L004_R1_001.fastq.gz	DvH-09-14_S6_L004_R2_001.fastq.gz		
single-cells-dvh-09-15	single-cells-dvh-09-15	single-cell # 15 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 15 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-15_S7_L001_R1_001.fastq.gz	DvH-09-15_S7_L001_R2_001.fastq.gz	DvH-09-15_S7_L002_R1_001.fastq.gz	DvH-09-15_S7_L002_R2_001.fastq.gz	DvH-09-15_S7_L003_R1_001.fastq.gz	DvH-09-15_S7_L003_R2_001.fastq.gz	DvH-09-15_S7_L004_R1_001.fastq.gz	DvH-09-15_S7_L004_R2_001.fastq.gz		
single-cells-dvh-09-16	single-cells-dvh-09-16	single-cell # 16 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 16 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-16_S8_L001_R1_001.fastq.gz	DvH-09-16_S8_L001_R2_001.fastq.gz	DvH-09-16_S8_L002_R1_001.fastq.gz	DvH-09-16_S8_L002_R2_001.fastq.gz	DvH-09-16_S8_L003_R1_001.fastq.gz	DvH-09-16_S8_L003_R2_001.fastq.gz	DvH-09-16_S8_L004_R1_001.fastq.gz	DvH-09-16_S8_L004_R2_001.fastq.gz		
single-cells-dvh-09-17	single-cells-dvh-09-17	single-cell # 17 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 17 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-17_S9_L001_R1_001.fastq.gz	DvH-09-17_S9_L001_R2_001.fastq.gz	DvH-09-17_S9_L002_R1_001.fastq.gz	DvH-09-17_S9_L002_R2_001.fastq.gz	DvH-09-17_S9_L003_R1_001.fastq.gz	DvH-09-17_S9_L003_R2_001.fastq.gz	DvH-09-17_S9_L004_R1_001.fastq.gz	DvH-09-17_S9_L004_R2_001.fastq.gz		
single-cells-dvh-09-18	single-cells-dvh-09-18	single-cell # 18 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 18 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-18_S10_L001_R1_001.fastq.gz	DvH-09-18_S10_L001_R2_001.fastq.gz	DvH-09-18_S10_L002_R1_001.fastq.gz	DvH-09-18_S10_L002_R2_001.fastq.gz	DvH-09-18_S10_L003_R1_001.fastq.gz	DvH-09-18_S10_L003_R2_001.fastq.gz	DvH-09-18_S10_L004_R1_001.fastq.gz	DvH-09-18_S10_L004_R2_001.fastq.gz		
single-cells-dvh-09-19	single-cells-dvh-09-19	single-cell # 19 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 19 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-19_S11_L001_R1_001.fastq.gz	DvH-09-19_S11_L001_R2_001.fastq.gz	DvH-09-19_S11_L002_R1_001.fastq.gz	DvH-09-19_S11_L002_R2_001.fastq.gz	DvH-09-19_S11_L003_R1_001.fastq.gz	DvH-09-19_S11_L003_R2_001.fastq.gz	DvH-09-19_S11_L004_R1_001.fastq.gz	DvH-09-19_S11_L004_R2_001.fastq.gz		
single-cells-dvh-09-2	single-cells-dvh-09-2	single-cell # 2 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 2 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-2_S12_L001_R1_001.fastq.gz	DvH-09-2_S12_L001_R2_001.fastq.gz	DvH-09-2_S12_L002_R1_001.fastq.gz	DvH-09-2_S12_L002_R2_001.fastq.gz	DvH-09-2_S12_L003_R1_001.fastq.gz	DvH-09-2_S12_L003_R2_001.fastq.gz	DvH-09-2_S12_L004_R1_001.fastq.gz	DvH-09-2_S12_L004_R2_001.fastq.gz		
single-cells-dvh-09-20	single-cells-dvh-09-20	single-cell # 20 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 20 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-20_S13_L001_R1_001.fastq.gz	DvH-09-20_S13_L001_R2_001.fastq.gz	DvH-09-20_S13_L002_R1_001.fastq.gz	DvH-09-20_S13_L002_R2_001.fastq.gz	DvH-09-20_S13_L003_R1_001.fastq.gz	DvH-09-20_S13_L003_R2_001.fastq.gz	DvH-09-20_S13_L004_R1_001.fastq.gz	DvH-09-20_S13_L004_R2_001.fastq.gz		
single-cells-dvh-09-21	single-cells-dvh-09-21	single-cell # 21 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 21 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-21_S14_L001_R1_001.fastq.gz	DvH-09-21_S14_L001_R2_001.fastq.gz	DvH-09-21_S14_L002_R1_001.fastq.gz	DvH-09-21_S14_L002_R2_001.fastq.gz	DvH-09-21_S14_L003_R1_001.fastq.gz	DvH-09-21_S14_L003_R2_001.fastq.gz	DvH-09-21_S14_L004_R1_001.fastq.gz	DvH-09-21_S14_L004_R2_001.fastq.gz		
single-cells-dvh-09-22	single-cells-dvh-09-22	single-cell # 22 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 22 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-22_S15_L001_R1_001.fastq.gz	DvH-09-22_S15_L001_R2_001.fastq.gz	DvH-09-22_S15_L002_R1_001.fastq.gz	DvH-09-22_S15_L002_R2_001.fastq.gz	DvH-09-22_S15_L003_R1_001.fastq.gz	DvH-09-22_S15_L003_R2_001.fastq.gz	DvH-09-22_S15_L004_R1_001.fastq.gz	DvH-09-22_S15_L004_R2_001.fastq.gz		
single-cells-dvh-09-25	single-cells-dvh-09-25	single-cell # 25 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 25 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-25_S16_L001_R1_001.fastq.gz	DvH-09-25_S16_L001_R2_001.fastq.gz	DvH-09-25_S16_L002_R1_001.fastq.gz	DvH-09-25_S16_L002_R2_001.fastq.gz	DvH-09-25_S16_L003_R1_001.fastq.gz	DvH-09-25_S16_L003_R2_001.fastq.gz	DvH-09-25_S16_L004_R1_001.fastq.gz	DvH-09-25_S16_L004_R2_001.fastq.gz		
single-cells-dvh-09-26	single-cells-dvh-09-26	single-cell # 26 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 26 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-26_S17_L001_R1_001.fastq.gz	DvH-09-26_S17_L001_R2_001.fastq.gz	DvH-09-26_S17_L002_R1_001.fastq.gz	DvH-09-26_S17_L002_R2_001.fastq.gz	DvH-09-26_S17_L003_R1_001.fastq.gz	DvH-09-26_S17_L003_R2_001.fastq.gz	DvH-09-26_S17_L004_R1_001.fastq.gz	DvH-09-26_S17_L004_R2_001.fastq.gz		
single-cells-dvh-09-27	single-cells-dvh-09-27	single-cell # 27 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 27 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-27_S18_L001_R1_001.fastq.gz	DvH-09-27_S18_L001_R2_001.fastq.gz	DvH-09-27_S18_L002_R1_001.fastq.gz	DvH-09-27_S18_L002_R2_001.fastq.gz	DvH-09-27_S18_L003_R1_001.fastq.gz	DvH-09-27_S18_L003_R2_001.fastq.gz	DvH-09-27_S18_L004_R1_001.fastq.gz	DvH-09-27_S18_L004_R2_001.fastq.gz		
single-cells-dvh-09-28	single-cells-dvh-09-28	single-cell # 28 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 28 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-28_S19_L001_R1_001.fastq.gz	DvH-09-28_S19_L001_R2_001.fastq.gz	DvH-09-28_S19_L002_R1_001.fastq.gz	DvH-09-28_S19_L002_R2_001.fastq.gz	DvH-09-28_S19_L003_R1_001.fastq.gz	DvH-09-28_S19_L003_R2_001.fastq.gz	DvH-09-28_S19_L004_R1_001.fastq.gz	DvH-09-28_S19_L004_R2_001.fastq.gz		
single-cells-dvh-09-29	single-cells-dvh-09-29	single-cell # 29 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 29 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-29_S20_L001_R1_001.fastq.gz	DvH-09-29_S20_L001_R2_001.fastq.gz	DvH-09-29_S20_L002_R1_001.fastq.gz	DvH-09-29_S20_L002_R2_001.fastq.gz	DvH-09-29_S20_L003_R1_001.fastq.gz	DvH-09-29_S20_L003_R2_001.fastq.gz	DvH-09-29_S20_L004_R1_001.fastq.gz	DvH-09-29_S20_L004_R2_001.fastq.gz		
single-cells-dvh-09-3	single-cells-dvh-09-3	single-cell # 3 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 3 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-3_S21_L001_R1_001.fastq.gz	DvH-09-3_S21_L001_R2_001.fastq.gz	DvH-09-3_S21_L002_R1_001.fastq.gz	DvH-09-3_S21_L002_R2_001.fastq.gz	DvH-09-3_S21_L003_R1_001.fastq.gz	DvH-09-3_S21_L003_R2_001.fastq.gz	DvH-09-3_S21_L004_R1_001.fastq.gz	DvH-09-3_S21_L004_R2_001.fastq.gz		
single-cells-dvh-09-30	single-cells-dvh-09-30	single-cell # 30 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 30 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-30_S22_L001_R1_001.fastq.gz	DvH-09-30_S22_L001_R2_001.fastq.gz	DvH-09-30_S22_L002_R1_001.fastq.gz	DvH-09-30_S22_L002_R2_001.fastq.gz	DvH-09-30_S22_L003_R1_001.fastq.gz	DvH-09-30_S22_L003_R2_001.fastq.gz	DvH-09-30_S22_L004_R1_001.fastq.gz	DvH-09-30_S22_L004_R2_001.fastq.gz		
single-cells-dvh-09-31	single-cells-dvh-09-31	single-cell # 31 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 31 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-31_S23_L001_R1_001.fastq.gz	DvH-09-31_S23_L001_R2_001.fastq.gz	DvH-09-31_S23_L002_R1_001.fastq.gz	DvH-09-31_S23_L002_R2_001.fastq.gz	DvH-09-31_S23_L003_R1_001.fastq.gz	DvH-09-31_S23_L003_R2_001.fastq.gz	DvH-09-31_S23_L004_R1_001.fastq.gz	DvH-09-31_S23_L004_R2_001.fastq.gz		
single-cells-dvh-09-32	single-cells-dvh-09-32	single-cell # 32 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 32 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-32_S24_L001_R1_001.fastq.gz	DvH-09-32_S24_L001_R2_001.fastq.gz	DvH-09-32_S24_L002_R1_001.fastq.gz	DvH-09-32_S24_L002_R2_001.fastq.gz	DvH-09-32_S24_L003_R1_001.fastq.gz	DvH-09-32_S24_L003_R2_001.fastq.gz	DvH-09-32_S24_L004_R1_001.fastq.gz	DvH-09-32_S24_L004_R2_001.fastq.gz		
single-cells-dvh-09-33	single-cells-dvh-09-33	single-cell # 33 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 33 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-33_S25_L001_R1_001.fastq.gz	DvH-09-33_S25_L001_R2_001.fastq.gz	DvH-09-33_S25_L002_R1_001.fastq.gz	DvH-09-33_S25_L002_R2_001.fastq.gz	DvH-09-33_S25_L003_R1_001.fastq.gz	DvH-09-33_S25_L003_R2_001.fastq.gz	DvH-09-33_S25_L004_R1_001.fastq.gz	DvH-09-33_S25_L004_R2_001.fastq.gz		
