# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	426315	426530	-							MMP0424	216		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	426315	426530	-	CAF29980.1			hypothetical			MMP0424	216	71	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	426937	427578	+							MMP0425	642		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	426937	427578	+	CAF29981.1			Conserved hypothetical protein			MMP0425	642	213	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	427592	428161	+							MMP0426	570		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	427592	428161	+	CAF29982.1			Nitroreductase family			MMP0426	570	189	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	428224	429171	-					rfcA		MMP0427	948		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	428224	429171	-	CAF29983.1			Replication factor C, small subunit	rfcA		MMP0427	948	315	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	429261	430361	-							MMP0428	1101		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	429261	430361	-	CAF29984.1			vanadium nitrogenase-associated related protein N			MMP0428	1101	366	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	430621	430914	+							MMP0429	294		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	430621	430914	+	CAF29985.1			Beta-Ig-H3/Fasciclin domain:Protein of unknown function DUF211			MMP0429	294	97	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	430969	431667	+							MMP0430	699		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	430969	431667	+	CAF29986.1			Conserved hypothetical Archael protein			MMP0430	699	232	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	431730	433031	-							MMP0431	1302		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	431730	433031	-	CAF29987.1			Rhodopsin-like GPCR superfamily:Beta-lactamase-like			MMP0431	1302	433	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	433202	433963	+							MMP0432	762		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	433202	433963	+	CAF29988.1			conserved hypothetical protein			MMP0432	762	253	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	433982	434476	+							MMP0433	495		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	433982	434476	+	CAF29989.1			putative flavodoxin			MMP0433	495	164	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	434515	434763	-							MMP0434	249		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	434515	434763	-	CAF29990.1			conserved hypothetical protein			MMP0434	249	82	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	435021	435635	+							MMP0435	615		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	435021	435635	+	CAF29991.1			hypothetical protein			MMP0435	615	204	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	435636	436586	+					rimK		MMP0436	951		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	435636	436586	+	CAF29992.1			putative SSU ribosomal protein S6 modification protein	rimK		MMP0436	951	316	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	436573	437676	+							MMP0437	1104		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	436573	437676	+	CAF29993.1			putative A. fulgidus predicted coding region AF2307			MMP0437	1104	367	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	437673	438470	-							MMP0438	798		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	437673	438470	-	CAF29994.1			putative predicted protein			MMP0438	798	265	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	438564	439478	+					pyrD		MMP0439	915		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	438564	439478	+	CAF29995.1			Dihydroorotate oxidase	pyrD		MMP0439	915	304	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	439634	440197	+							MMP0440	564		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	439634	440197	+	CAF29996.1			DNA-directed RNA polymerase subunit E'			MMP0440	564	187	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	440245	440421	+					rpoE2		MMP0441	177		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	440245	440421	+	CAF29997.1			DNA-directed RNA polymerase subunit E	rpoE2		MMP0441	177	58	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	440453	440929	+							MMP0442	477		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	440453	440929	+	CAF29998.1			conserved hypothetical protein			MMP0442	477	158	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	440936	441244	+							MMP0443	309		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	440936	441244	+	CAF29999.1			SSU ribosomal protein S24E			MMP0443	309	102	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	441246	441449	+							MMP0444	204		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	441246	441449	+	CAF30000.1			SSU ribosomal protein S27AE			MMP0444	204	67	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	441547	441783	-							MMP0445	237		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	441547	441783	-	CAF30001.1			hypothetical protein			MMP0445	237	78	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	441990	442316	-							MMP0446	327		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	441990	442316	-	CAF30002.1			Nitrogen fixation-related protein			MMP0446	327	108	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	442530	442889	-							MMP0447	360		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	442530	442889	-	CAF30003.1			nitrogenase related protein			MMP0447	360	119	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	442923	443207	-							MMP0448	285		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	442923	443207	-	CAF30004.1			hypothetical protein			MMP0448	285	94	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	443364	444209	-							MMP0449	846		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	443364	444209	-	CAF30005.1			ferredoxin			MMP0449	846	281	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	444206	445063	-							MMP0450	858		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	444206	445063	-	CAF30006.1			ferredoxin			MMP0450	858	285	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	445073	445432	-							MMP0451	360		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	445073	445432	-	CAF30007.1			conserved hypothetical protein			MMP0451	360	119	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	445611	445883	-							MMP0452	273		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	445611	445883	-	CAF30008.1			hypothetical protein			MMP0452	273	90	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	445925	446911	-							MMP0453	987		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	445925	446911	-	CAF30009.1			Neutral zinc metallopeptidases, zinc-binding region:CBS domain			MMP0453	987	328	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	447066	447587	-							MMP0454	522		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	447066	447587	-	CAF30010.1			conserved hypothetical archaeal protein			MMP0454	522	173	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	447703	448449	-							MMP0455	747		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	447703	448449	-	CAF30011.1			Probable amino-acid ABC transporter			MMP0455	747	248	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	448553	449101	-					xerD-like		MMP0456	549		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	448553	449101	-	CAF30012.1			Phage integrase	xerD-like		MMP0456	549	182	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	450214	451830	+							MMP0457	1617		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	450214	451830	+	CAF30013.1			Probable ATP dependent RNA helicase			MMP0457	1617	538	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	452313	453959	+							MMP0458	1647		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	452313	453959	+	CAF30014.1			possible A. fulgidus predicted coding region AF1474			MMP0458	1647	548	
gene	tRNA	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	454031	454115	+					tRNA-Ser1		RNA_13	85		
tRNA		GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	454031	454115	+				tRNA-Ser	tRNA-Ser1		RNA_13	85		
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	454461	454838	+							MMP0459	378		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	454461	454838	+	CAF30015.1			putative (NC_001811) unknown [Methanococcus maripaludis] gb|AAC45262.1| (U47023) unknown [Methanococcus maripaludis]			MMP0459	378	125	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	456701	458044	+							MMP0460	1344		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	456701	458044	+	CAF30016.1			Conserved Hypothetical Protein			MMP0460	1344	447	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	458318	458512	-							MMP0461	195		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	458318	458512	-	CAF30017.1			hypothetical			MMP0461	195	64	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	458525	459142	-							MMP0462	618		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	458525	459142	-	CAF30018.1			possible predicted protein			MMP0462	618	205	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	459308	462397	-							MMP0463	3090		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	459308	462397	-	CAF30019.1						MMP0463	3090	1029	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	462521	463246	-							MMP0464	726		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	462521	463246	-	CAF30020.1			hypothetical protein			MMP0464	726	241	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	463612	463974	-							MMP0465	363		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	463612	463974	-	CAF30021.1			conserved hypothetical archaeal protein			MMP0465	363	120	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	464129	464380	+							MMP0466	252		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	464129	464380	+	CAF30022.1			hypothetical			MMP0466	252	83	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	464479	464997	+							MMP0467	519		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	464479	464997	+	CAF30023.1			hypothetical protein			MMP0467	519	172	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	465000	465224	+							MMP0468	225		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	465000	465224	+	CAF30024.1			hypothetical protein			MMP0468	225	74	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	465417	465800	+							MMP0469	384		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	465417	465800	+	CAF30025.1			hypothetical protein			MMP0469	384	127	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	465802	467826	+							MMP0470	2025		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	465802	467826	+	CAF30026.1			MCM family related protein			MMP0470	2025	674	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	467830	468102	+							MMP0471	273		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	467830	468102	+	CAF30027.1			conserved hypothetical protein			MMP0471	273	90	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	468086	469072	+							MMP0472	987		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	468086	469072	+	CAF30028.1			Probable integrase/recombinase			MMP0472	987	328	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	469177	470175	+							MMP0473	999		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	469177	470175	+	CAF30029.1			hypothetical protein			MMP0473	999	332	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	470202	471008	+							MMP0474	807		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	470202	471008	+	CAF30030.1			hypothetical protein			MMP0474	807	268	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	471143	472984	-							MMP0475	1842		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	471143	472984	-	CAF30031.1			hypothetical protein			MMP0475	1842	613	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	473717	474019	-							MMP0476	303		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	473717	474019	-	CAF30032.1			conserved hypothetical protein			MMP0476	303	100	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	474016	474264	-							MMP0477	249		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	474016	474264	-	CAF30033.1			hypothetical protein			MMP0477	249	82	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	474413	474790	-							MMP0478	378		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	474413	474790	-	CAF30034.1			conserved hypothetical protein			MMP0478	378	125	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	475377	475787	-							MMP0479	411		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	475377	475787	-	CAF30035.1			hypothetical protein			MMP0479	411	136	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	475968	476249	+							MMP0480	282		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	475968	476249	+	CAF30036.1			conserved hypothetical protein			MMP0480	282	93	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	476251	478203	-							MMP0481	1953		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	476251	478203	-	CAF30037.1			conserved hypothetical protein			MMP0481	1953	650	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	478571	478954	-							MMP0482	384		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	478571	478954	-	CAF30038.1			conserved hypothetical protein			MMP0482	384	127	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	478947	479240	-							MMP0483	294		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	478947	479240	-	CAF30039.1			conserved hypothetical protein			MMP0483	294	97	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	479516	481216	-							MMP0484	1701		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	479516	481216	-	CAF30040.1			possible sodium/proton antiporter			MMP0484	1701	566	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	481669	482484	+							MMP0485	816		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	481669	482484	+	CAF30041.1			Conserved Hypothetical Protein			MMP0485	816	271	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	482858	483295	+							MMP0486	438		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	482858	483295	+	CAF30042.1			conserved hypothetical protein			MMP0486	438	145	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	483526	485715	+							MMP0487	2190		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	483526	485715	+	CAF30043.1			Hypothetical protein			MMP0487	2190	729	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	485802	486212	-							MMP0488	411		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	485802	486212	-	CAF30044.1			Low molecular weight phosphotyrosine protein phosphatase			MMP0488	411	136	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	486425	486886	-							MMP0489	462		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	486425	486886	-	CAF30045.1			conserved hypothetical protein			MMP0489	462	153	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	487189	487527	-							MMP0490	339		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	487189	487527	-	CAF30046.1			conserved hypothetical protein			MMP0490	339	112	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	487521	488162	-							MMP0491	642		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	487521	488162	-	CAF30047.1			MotA/TolQ/ExbB proton channel			MMP0491	642	213	
gene	protein_coding	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	488162	488881	-							MMP0492	720		
CDS	with_protein	GCA_000011585.1	Primary Assembly	chromosome		BX950229.1	488162	488881	-	CAF30048.1			conserved hypothetical protein			MMP0492	720	239	
